Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
1/17/2002,36.4,36.4,35,35,35.44417777,12083,74,428272,,,1.4,-1.4
1/16/2002,33.3,37.2,32.95,35.45,34.79782271,21219,173,738375,,,4.25,2.15
1/15/2002,34.5,34.8,31.35,32.95,32.89901707,50563,419,1663473,,,3.45,-1.55
1/14/2002,34.6,35.5,33.9,34.05,34.92075549,24355,160,850495,,,1.6,-0.55
1/11/2002,34.9,35,33.8,34.1,34.36985634,4107,57,141157,,,1.2,-0.8
1/10/2002,35.55,35.65,34.75,35,35.11929953,2741,56,96262,,,0.9,-0.55
1/9/2002,36,36,34.25,34.8,34.90987892,7268,75,253725,,,1.75,-1.2
1/8/2002,39.85,39.85,35,35.35,35.77469899,6063,53,216902,,,4.85,-4.5
1/7/2002,37.25,38.5,36.8,37.15,37.35256792,5043,96,188369,,,1.7,-0.1
1/3/2002,38.45,38.85,37.3,38.7,38.23749416,6417,100,245370,,,1.55,0.25
1/2/2002,37.2,37.25,37,37,37.03098797,5486,42,203152,,,0.25,-0.2
1/1/2002,38,38.95,36.8,37.45,38.02109091,6875,73,261395,,,2.15,-0.55
12/31/2001,36,38.3,36,38.2,36.76905477,6993,60,257126,,,2.3,2.2
12/28/2001,35.65,36,35,35.3,35.73185808,8089,80,289035,,,1,-0.35
12/27/2001,35.5,36.8,35.5,36,36.20706456,821,29,29726,,,1.3,0.5
12/26/2001,38,38,36.1,36.2,36.99423329,7630,73,282266,,,1.9,-1.8
12/24/2001,36.55,36.9,36.5,36.9,36.61,200,3,7322,,,0.4,0.35
12/21/2001,37,38,36.15,37.05,37.0379737,12930,136,478901,,,1.85,0.05
12/20/2001,39.45,39.45,39.45,39.45,39.45,100,1,3945,,,0,0
12/19/2001,41,41,38,38.05,39.13932014,9855,122,385718,,,3,-2.95
12/18/2001,40,40,40,40,40,100,1,4000,,,0,0
12/14/2001,40.7,40.75,39.5,39.9,39.99292022,27402,222,1095886,,,1.25,-0.8
12/13/2001,40.6,40.6,40.6,40.6,40.6,50,1,2030,,,0,0
12/10/2001,46.25,46.35,46.25,46.35,46.30776093,1121,7,51911,,,0.1,0.1
12/7/2001,42.8,43.7,42.15,42.95,42.98995922,32368,288,1391499,,,1.55,0.15
12/6/2001,47,48,42.55,42.85,44.51671023,43237,459,1924769,,,5.45,-4.15
12/5/2001,44.75,46.2,41.05,46.2,44.61807989,1427,16,63670,,,5.15,1.45
12/4/2001,39.95,42.8,39.95,42.8,42.16177758,90235,606,3804468,,,2.85,2.85
12/3/2001,38.9,39,38.9,39,38.92890995,211,3,8214,,,0.1,0.1
11/29/2001,37.05,37.75,36,37,36.85591035,10084,118,371655,,,1.75,-0.05
11/28/2001,38.85,38.85,38.85,38.85,38.85,100,1,3885,,,0,0
11/27/2001,40.75,40.8,37.5,37.5,38.58997787,17621,165,679994,,,3.3,-3.25
11/26/2001,38.75,38.75,38.75,38.75,38.75,300,2,11625,,,0,0
11/23/2001,37.2,37.9,35.25,35.9,36.60255597,20501,231,750389,,,2.65,-1.3
11/22/2001,38.2,38.2,38.1,38.1,38.16666667,150,3,5725,,,0.1,-0.1
11/21/2001,39.25,40.4,39,39.5,39.60879355,15989,239,633305,,,1.4,0.25
11/20/2001,39.9,40.95,38,38.75,39.70695613,60479,333,2401437,,,2.95,-1.15
11/19/2001,38.25,38.25,38.25,38.25,38.24,25,1,956,,,0,0
11/14/2001,38,38,38,38,38,50,1,1900,,,0,0
11/13/2001,38.3,38.65,37.25,37.75,37.97102552,14461,184,549099,,,1.4,-0.55
11/12/2001,35.05,37.8,35,37.8,37.38435374,588,7,21982,,,2.8,2.75
11/9/2001,36.5,36.65,35.25,35.4,36.08397376,21340,216,770032,,,1.4,-1.1
11/8/2001,33.6,33.6,33.6,33.6,33.6,200,1,6720,,,0,0
11/7/2001,36.9,36.9,35.6,35.65,36.22366522,6237,105,225927,,,1.3,-1.25
11/6/2001,36.3,36.8,36.2,36.8,36.34,250,3,9085,,,0.6,0.5
11/5/2001,37,38,36.65,36.95,37.31680071,8952,103,334060,,,1.35,-0.05
11/2/2001,37,37,37,37,37,1000,2,37000,,,0,0
11/1/2001,37.55,38.9,36.55,36.8,37.1761532,26318,390,978402,,,2.35,-0.75
10/31/2001,32.1,36.65,32.1,36.65,34.375,200,2,6875,,,4.55,4.55
10/30/2001,32.7,35.4,32.7,33.95,34.81301483,26708,434,929786,,,2.7,1.25
10/29/2001,32.5,33,32,32.8,32.61521127,7100,81,231568,,,1,0.3
10/25/2001,29.05,31.9,29.05,31.9,30.47,100,2,3047,,,2.85,2.85
10/24/2001,31.5,32,30.5,31.45,31.26189078,3406,54,106478,,,1.5,-0.05
10/23/2001,31,32,31,32,31.33333333,150,3,4700,,,1,1
10/22/2001,30.9,32.95,30.7,31.2,31.120625,3200,53,99586,,,2.25,0.3
10/18/2001,32,33.1,30.4,31,30.87978592,4858,84,150014,,,2.7,-1
10/17/2001,28.45,30.65,28.45,30.65,29.78516029,3868,32,115209,,,2.2,2.2
10/16/2001,27.5,27.5,27.5,27.5,27.49765258,213,1,5857,,,0,0
10/15/2001,28,29.5,28,28.55,28.70232959,1159,29,33266,,,1.5,0.55
10/12/2001,28.5,28.8,28.1,28.4,28.41732909,1258,28,35749,,,0.7,-0.1
10/11/2001,29,29,28,28,28.32950192,1566,22,44364,,,1,-1
10/10/2001,27.65,29,27.5,28.95,28.56062965,5781,50,165109,,,1.5,1.3
10/9/2001,27.8,27.8,27.8,27.8,27.8,100,2,2780,,,0,0
10/8/2001,26.95,28.25,26,27.8,27.20280612,6272,66,170616,,,2.25,0.85
10/5/2001,26.25,26.25,26.25,26.25,26.24686192,239,1,6273,,,0,0
10/4/2001,27.8,27.8,27.8,27.8,27.8,200,2,5560,,,0,0
10/3/2001,28.5,28.5,27.4,27.4,27.98863813,6425,53,179827,,,1.1,-1.1
10/1/2001,29,29.05,28.5,28.5,28.7056389,1933,18,55488,,,0.55,-0.5
9/28/2001,28.75,29.15,28.5,29,28.98886378,6196,54,179615,,,0.65,0.25
9/27/2001,28.75,29.6,28.75,29.6,28.75716702,23650,11,680107,,,0.85,0.85
9/26/2001,28.1,29,28.1,28.75,28.71665044,1027,8,29492,,,0.9,0.65
9/25/2001,29,29.65,28.55,28.7,28.94113682,4451,68,128817,,,1.1,-0.3
9/21/2001,27.6,29.6,27.6,29.6,28.12091954,4350,36,122326,,,2,2
9/20/2001,28,28.25,27.4,28.15,27.8531103,1913,29,53283,,,0.85,0.15
9/19/2001,30.7,30.75,28,28.05,28.51066398,4970,67,141698,,,2.75,-2.65
9/18/2001,28.65,28.65,24.55,27,26.50438596,228,11,6043,,,4.1,-1.65
9/17/2001,26.6,28,26.55,26.55,26.9173913,5980,48,160966,,,1.45,-0.05
9/14/2001,28.85,28.85,28.85,28.85,28.85,100,1,2885,,,0,0
9/13/2001,30.1,31.35,29.65,31.35,30.13363705,2634,31,79372,,,1.7,1.25
9/12/2001,30.1,31.4,28.75,29.2,30.00453911,2864,27,85933,,,2.65,-0.9
9/11/2001,31.85,31.85,31.15,31.15,31.46554531,1843,16,57991,,,0.7,-0.7
9/10/2001,32.7,32.7,32,32.35,32.35927196,3791,42,122674,,,0.7,-0.35
9/6/2001,32.75,33.1,32.65,32.65,32.86864989,2185,18,71818,,,0.45,-0.1
9/5/2001,33.35,33.35,32.75,33.3,33.19626604,4285,43,142246,,,0.6,-0.05
9/4/2001,32.75,33.5,32.3,33.1,32.98139243,4783,47,157750,,,1.2,0.35
9/3/2001,33,33.5,32.5,32.5,33.01111838,6116,56,201896,,,1,-0.5
8/30/2001,33.35,34.35,32.35,33.1,33.18767746,7044,99,233774,,,2,-0.25
8/29/2001,32.3,34,31.8,32.35,33.37711214,6510,105,217285,,,2.2,0.05
8/28/2001,31.9,32.5,31.5,31.6,31.97084282,2195,54,70176,,,1,-0.3
8/27/2001,33.6,33.6,33.6,33.6,33.6,500,10,16800,,,0,0
8/24/2001,32.9,33,30.9,31.15,31.57574503,12080,209,381435,,,2.1,-1.75
8/23/2001,33.65,33.65,32.25,32.25,33.2,450,6,14940,,,1.4,-1.4
8/21/2001,31.2,31.2,31.15,31.2,31.19955371,6274,31,195746,,,0.05,0
8/20/2001,26.15,28.95,26.15,28.9,27.5445615,7024,55,193473,,,2.8,2.75
8/17/2001,26.7,27,26.1,26.85,26.33901028,3112,45,81967,,,0.9,0.15
8/16/2001,27.2,27.4,26.75,27.35,27.00021589,4632,34,125065,,,0.65,0.15
8/14/2001,28,28.1,27.5,28.1,27.87067669,665,7,18534,,,0.6,0.1
8/13/2001,26.2,28,26.2,28,27.5875,80,3,2207,,,1.8,1.8
8/10/2001,28.45,28.45,28,28.4,28.17370073,2867,27,80774,,,0.45,-0.05
8/9/2001,27.15,28.9,27.15,27.8,28.04918033,1647,27,46197,,,1.75,0.65
8/8/2001,27.5,28.6,27.5,27.55,27.67240143,1395,22,38603,,,1.1,0.05
8/6/2001,29,29,27.7,27.7,27.98484848,924,20,25858,,,1.3,-1.3
8/3/2001,27,28,27,27.8,27.80562061,4270,34,118730,,,1,0.8
8/2/2001,26.25,27.5,26.25,27.5,26.7002442,1638,30,43735,,,1.25,1.25
8/1/2001,25,26.1,24.75,25.95,25.02004648,3442,49,86119,,,1.35,0.95
7/31/2001,25.4,25.4,24.55,24.65,24.89747719,5589,51,139152,,,0.85,-0.75
7/30/2001,25.15,25.55,24.7,24.75,24.98966942,12100,106,302375,,,0.85,-0.4
7/27/2001,26.15,26.85,26,26.5,26.36348409,1194,23,31478,,,0.85,0.35
7/26/2001,29.2,29.2,26.7,26.7,27.10645624,6970,30,188932,,,2.5,-2.5
7/25/2001,30,30.05,29,29,29.42732811,4596,46,135248,,,1.05,-1
7/24/2001,29.3,31,29.3,30.05,30.07318468,1749,22,52598,,,1.7,0.75
7/20/2001,30,30,30,30,30,500,3,15000,,,0,0
7/19/2001,30.6,31,30,31,30.35685484,1984,26,60228,,,1,0.4
7/18/2001,31.15,32,31.05,31.1,31.33195876,1455,24,45588,,,0.95,-0.05
7/17/2001,32.3,32.65,31.5,31.5,31.9507772,5790,39,184995,,,1.15,-0.8
7/16/2001,34,34,32.15,33.05,33.00226586,2648,26,87390,,,1.85,-0.95
7/13/2001,28.95,28.95,28.95,28.95,28.94230769,52,1,1505,,,0,0
7/12/2001,32.5,32.55,31,31.25,31.5,11390,120,358785,,,1.55,-1.25
7/11/2001,31.85,33,31.85,32.25,32.51930949,5619,87,182726,,,1.15,0.4
7/6/2001,33.5,35.15,33.05,34.45,33.88856776,3114,43,105529,,,2.1,0.95
7/5/2001,33.8,34.15,33.75,34,33.93987342,1580,13,53625,,,0.4,0.2
7/4/2001,35,35,33.6,33.65,34.02338902,2095,51,71279,,,1.4,-1.35
7/3/2001,29,29,29,29,29,500,1,14500,,,0,0
7/2/2001,36.5,36.5,34,34.65,34.80163297,12860,71,447549,,,2.5,-1.85
6/29/2001,36.5,36.85,34.65,34.7,35.74875048,5202,87,185965,,,2.2,-1.8
6/28/2001,35.4,36,35.25,35.25,35.62002096,1908,40,67963,,,0.75,-0.15
6/27/2001,35.75,36.1,35.25,35.55,35.63615023,852,12,30362,,,0.85,-0.2
6/26/2001,34.1,35.5,34,35.15,35.18358663,3290,43,115754,,,1.5,1.05
6/25/2001,36,36,34.55,34.6,34.7847668,2337,27,81292,,,1.45,-1.4
6/22/2001,35.9,36.2,35,36,35.70532199,7873,83,281108,,,1.2,0.1
6/21/2001,35.5,36.6,35.25,36.6,35.90785204,3082,74,110668,,,1.35,1.1
6/20/2001,35,35.9,34,35.9,34.86045802,3275,60,114168,,,1.9,0.9
6/18/2001,36,36,33.5,35.7,35.82781065,8450,25,302745,,,2.5,-0.3
6/15/2001,37.55,37.55,35,35.85,36.60703051,20027,97,733129,,,2.55,-1.7
6/14/2001,38.5,38.5,37.55,37.55,37.94378265,4785,69,181561,,,0.95,-0.95
6/13/2001,38.05,38.85,37.5,38.25,37.95559367,5247,32,199153,,,1.35,0.2
6/12/2001,37.4,39.4,37.35,38.9,38.75974026,7392,71,286512,,,2.05,1.5
6/11/2001,38.95,39,37.6,38,38.32745789,7659,79,293550,,,1.4,-0.95
6/8/2001,35.65,36.65,35.6,36.5,36.20232994,7468,74,270359,,,1.05,0.85
6/7/2001,35.55,36.05,35,36,35.59740607,7479,88,266233,,,1.05,0.45
6/6/2001,36,36.8,36,36.65,36.44190476,1575,27,57396,,,0.8,0.65
6/5/2001,37,37,35.7,35.8,36.40921617,6532,58,237825,,,1.3,-1.2
6/4/2001,38.25,38.25,36.6,36.7,37.22686517,5911,38,220048,,,1.65,-1.55
6/1/2001,37.8,39.8,37.8,38.25,38.51671193,19148,155,737518,,,2,0.45
5/31/2001,36,39.5,35.7,39.35,38.86966316,28856,189,1121623,,,3.8,3.35
5/30/2001,39.5,39.5,36.2,36.6,38.54526947,35366,298,1363192,,,3.3,-2.9
5/29/2001,36.6,36.6,36.6,36.6,36.5999199,2497,14,91390,,,0,0
5/28/2001,33,33.9,33,33.9,33.60965048,3233,42,108660,,,0.9,0.9
5/25/2001,31.7,32.4,31.35,31.4,31.72721876,3369,34,106889,,,1.05,-0.3
5/24/2001,32.25,32.55,31.55,31.95,32.01735616,4206,51,134665,,,1,-0.3
5/23/2001,32,32.55,31.85,32.25,32.22527473,1820,17,58650,,,0.7,0.25
5/21/2001,32.4,32.4,31,31,31.66682791,8269,30,261853,,,1.4,-1.4
5/18/2001,31.5,31.5,30.75,31.25,31.15096049,5518,50,171891,,,0.75,-0.25
5/17/2001,30.65,31.55,30.65,31.35,31.10260337,2612,34,81240,,,0.9,0.7
5/16/2001,30.9,31,29.5,30.45,29.85307782,6888,111,205628,,,1.5,-0.45
5/15/2001,29.7,30.8,29.7,30.55,30.33698861,2371,40,71929,,,1.1,0.85
5/14/2001,31.1,31.5,30.15,30.15,30.91330049,1015,24,31377,,,1.35,-0.95
5/11/2001,31.6,32.35,31.05,31.15,31.42431022,5364,81,168560,,,1.3,-0.45
5/10/2001,32,32.3,31.6,32,32.00390456,2305,19,73769,,,0.7,0
5/9/2001,32.5,32.85,31.9,32.3,32.35262074,15053,78,487004,,,0.95,-0.2
5/8/2001,32.75,32.75,32.35,32.6,32.51648352,13104,86,426096,,,0.4,-0.15
5/7/2001,33.45,33.45,31.7,32.9,32.6275704,16583,170,541063,,,1.75,-0.55
5/3/2001,31,31.65,31,31.4,31.26458456,1697,18,53056,,,0.65,0.4
5/2/2001,31,31.95,31,31.2,31.33858939,4693,48,147072,,,0.95,0.2
4/30/2001,30.5,30.9,29.5,30.6,30.11886024,3685,50,110988,,,1.4,0.1
4/27/2001,30.3,30.6,29.75,30.5,30.13314763,1795,35,54089,,,0.85,0.2
4/26/2001,32,33,29.75,30.65,30.95379031,21489,107,665166,,,3.25,-1.35
4/25/2001,30.5,31.9,30.5,31.85,31.22245066,2432,25,75933,,,1.4,1.35
4/24/2001,30.7,30.7,29.75,29.95,30.00896232,9261,87,277913,,,0.95,-0.75
4/23/2001,31.5,31.5,31.5,31.5,31.5,60,1,1890,,,0,0
4/20/2001,34,34,31.55,31.55,31.65436904,17212,116,544835,,,2.45,-2.45
4/19/2001,36.95,37,33,34.25,34.37782144,22905,210,787424,,,4,-2.7
4/18/2001,32,34.4,32,34.4,33.64837763,12266,118,412731,,,2.4,2.4
4/17/2001,31,32.4,31,31.9,32.11453509,11228,110,360582,,,1.4,0.9
4/16/2001,31.55,33,31.3,32.25,32.27732843,8160,108,263383,,,1.7,0.7
4/12/2001,28.8,32,28.8,31.55,31.12971613,5566,37,173268,,,3.2,2.75
4/11/2001,31.05,31.9,30.1,31.1,30.92242482,6252,47,193327,,,1.8,0.05
4/10/2001,32.1,32.75,31,31.25,31.55288963,4793,45,151233,,,1.75,-0.85
4/9/2001,33,34,32.1,32.7,32.22417391,11500,60,370578,,,1.9,-0.3
4/6/2001,32.95,33.25,32,33.2,32.65946844,2408,45,78644,,,1.25,0.25
4/4/2001,34.4,34.4,32,32,32.32363014,5840,49,188770,,,2.4,-2.4
4/3/2001,32.25,33.5,32.1,33.5,33.01658423,3437,40,113478,,,1.4,1.25
4/2/2001,31.25,33.85,31.25,32.45,33.09360936,2222,28,73534,,,2.6,1.2
3/29/2001,34,34,33,33.9,33.63463203,2310,30,77696,,,1,-0.1
3/28/2001,35.3,35.3,32.3,34,33.99807024,5182,57,176178,,,3,-1.3
3/27/2001,33.8,34,33.6,33.65,33.7980038,2104,41,71111,,,0.4,-0.15
3/26/2001,31.3,34.9,31.25,33.5,33.6625,2800,23,94255,,,3.65,2.2
3/23/2001,33.4,34.35,33,33.8,33.54267342,5132,56,172141,,,1.35,0.4
3/22/2001,34.55,34.55,32.5,32.5,33.17932397,4556,56,151165,,,2.05,-2.05
3/21/2001,35.45,35.45,32.05,34.05,33.2707488,2711,29,90197,,,3.4,-1.4
3/20/2001,34,34,33,33.05,33.63185841,5650,50,190020,,,1,-0.95
3/19/2001,31.3,31.3,31.3,31.3,31.3,750,1,23475,,,0,0
3/16/2001,35.3,37,35.3,36,36.00518391,8102,61,291714,,,1.7,0.7
3/14/2001,29,29,29,29,29,100,1,2900,,,0,0
3/13/2001,33.65,36,33.6,34,34.10103996,18270,123,623026,,,2.4,0.35
3/12/2001,40,41,36.5,36.5,37.68807235,26426,203,995945,,,4.5,-3.5
3/9/2001,41,41,39.15,39.4,39.32579798,35433,139,1393431,,,1.85,-1.6
3/8/2001,43.95,43.95,41.5,42.5,42.46218224,22344,193,948775,,,2.45,-1.45
3/7/2001,43.7,43.8,42.25,43.45,42.75308467,28204,167,1205808,,,1.55,-0.25
3/5/2001,43.6,44.4,40.6,41.55,42.47041386,60721,441,2578846,,,3.8,-2.05
3/2/2001,44.3,44.4,39.25,41.15,41.65769396,86373,512,3598100,,,5.15,-3.15
3/1/2001,41.3,41.3,40.15,41.3,41.289692,43636,108,1801717,,,1.15,0
2/28/2001,37.9,38.25,37.9,38.25,38.19782841,44852,91,1713249,,,0.35,0.35
2/27/2001,36,37.45,34,35.45,35.33262888,31230,212,1103438,,,3.45,-0.55
2/26/2001,36,36,33.5,36,34.8357449,19835,130,690967,,,2.5,0
2/23/2001,34.85,36,33.1,33.35,34.43861021,31976,182,1101209,,,2.9,-1.5
2/22/2001,36.75,37.75,34.75,35.6,35.89164139,17802,117,638943,,,3,-1.15
2/21/2001,37.5,39.25,36.5,37,38.10505443,23702,178,903166,,,2.75,-0.5
2/20/2001,37.3,38.5,36.6,37.45,37.77981332,51747,351,1954992,,,1.9,0.15
2/19/2001,35.85,37.3,33,36.4,36.37928582,42174,237,1534260,,,4.3,0.55
2/16/2001,37.5,37.5,34.55,34.55,34.95037672,46188,206,1614288,,,2.95,-2.95
2/15/2001,38.05,38.95,37.5,37.5,38.21084031,13745,100,525208,,,1.45,-0.55
2/14/2001,39.75,39.75,37.1,38,38.62100433,38354,306,1481270,,,2.65,-1.75
2/12/2001,37.3,37.3,37.3,37.3,37.3,13410,40,500193,,,0,0
2/9/2001,34.55,34.55,34.5,34.55,34.48615127,13142,52,453217,,,0.05,0
2/8/2001,29.6,32,29.6,32,31.66884717,21096,72,668086,,,2.4,2.4
2/7/2001,30.3,30.6,29,29.65,29.95323315,16037,104,480360,,,1.6,-0.65
2/6/2001,30.6,30.7,28.4,30.1,29.72741804,26902,162,799727,,,2.3,-0.5
2/5/2001,26.05,28.65,25.75,28.65,28.10983588,44175,222,1241752,,,2.9,2.6
2/2/2001,26.75,27.45,26.5,26.55,26.87952167,3345,36,89912,,,0.95,-0.2
2/1/2001,27.1,27.45,26.7,26.8,26.95925704,1669,14,44995,,,0.75,-0.3
1/31/2001,27.15,28,27,27.15,27.69355847,3198,35,88564,,,1,0
1/30/2001,27.2,28.65,27.2,27.9,27.9716531,3563,24,99663,,,1.45,0.7
1/25/2001,29.5,29.5,28,28.6,28.69441956,18977,68,544534,,,1.5,-0.9
1/24/2001,29.05,30.75,29,29,29.15866231,3977,39,115964,,,1.75,-0.05
1/23/2001,31.1,31.6,29,29.9,30.03289623,13193,140,396224,,,2.6,-1.2
1/22/2001,31.25,31.25,30,30,30.39802357,21554,145,655199,,,1.25,-1.25
1/19/2001,30.05,30.75,29.85,30.2,30.45072396,4282,41,130390,,,0.9,0.15
1/18/2001,31.4,32,30.5,30.5,31.32458825,6861,41,214918,,,1.5,-0.9
1/17/2001,31,32,30.8,31.25,31.56220564,13801,132,435590,,,1.2,0.25
1/16/2001,28.8,30.65,28.8,30.6,30.27421287,23376,120,707690,,,1.85,1.8
1/15/2001,28,29.4,28,28.4,28.60923657,5305,35,151772,,,1.4,0.4
1/12/2001,27.9,28.55,27.75,28.2,28.03827483,5356,55,150173,,,0.8,0.3
1/11/2001,29.05,29.55,28.5,28.65,29.03930636,4325,51,125595,,,1.05,-0.4
1/10/2001,29.25,29.55,29,29.25,29.2027854,4739,43,138392,,,0.55,0
1/9/2001,29.7,29.85,29.1,29.2,29.4774469,19443,87,573130,,,0.75,-0.5
1/8/2001,28.55,29.7,28.5,29.25,29.24851378,425071,91,12432695,,,1.2,0.7
1/5/2001,27.05,29.45,27,29.4,28.29574143,7209,66,203984,,,2.45,2.35
1/4/2001,26.95,28.2,26.3,27.3,27.25897863,105055,72,2863692,,,1.9,0.35
1/3/2001,26,26.15,25,26.15,25.65330327,10202,71,261715,,,1.15,0.15
1/2/2001,26.05,26.3,25.3,25.45,25.73161086,7586,69,195200,,,1,-0.6
1/1/2001,25.25,26.4,25.25,25.6,26.01981707,656,12,17069,,,1.15,0.35
12/29/2000,25,27.2,24.25,25.5,25.85830861,1348,20,34857,,,2.95,0.5
12/28/2000,25.55,25.65,25.5,25.6,25.55124654,361,11,9224,,,0.15,0.05
12/27/2000,24.3,26.25,24.3,26.25,24.80498177,1646,12,40829,,,1.95,1.95
12/22/2000,25.5,25.95,24.5,25,25.13220573,2897,20,72808,,,1.45,-0.5
12/21/2000,24.1,25.5,24,25.15,24.99640546,1391,11,34770,,,1.5,1.05
12/20/2000,24.3,25.75,24.3,25.5,25.47920792,1515,17,38601,,,1.45,1.2
12/19/2000,25.9,27,25.6,25.6,26.36848793,3935,33,103760,,,1.4,-0.3
12/18/2000,25.55,26.25,25.1,26.1,25.4670287,2578,22,65654,,,1.15,0.55
12/15/2000,25.75,28,25.75,27.25,26.76694215,7865,59,210522,,,2.25,1.5
12/14/2000,30.25,30.25,27.15,27.95,28.42662524,8368,39,237874,,,3.1,-2.3
12/12/2000,31.4,31.4,30,30.2,30.3044963,1757,21,53245,,,1.4,-1.2
12/11/2000,32.45,32.45,30.25,30.5,31.09285714,2660,18,82707,,,2.2,-1.95
12/8/2000,31,31,29.55,30.25,30.1507732,9312,79,280764,,,1.45,-0.75
12/7/2000,30.5,31.5,30.05,30.55,30.96801139,47767,62,1479249,,,1.45,0.05
12/6/2000,33,33,29.45,30.15,31.25189255,8190,65,255953,,,3.55,-2.85
12/5/2000,33.75,33.9,31,32,31.91453796,8495,73,271114,,,2.9,-1.75
12/4/2000,30,31.55,30,31.55,31.42124264,5263,36,165370,,,1.55,1.55
12/1/2000,27.25,29.45,27,29.25,28.38708087,10140,83,287845,,,2.45,2
11/30/2000,27.4,28.25,27.25,27.3,27.68988058,7955,57,220273,,,1,-0.1
11/29/2000,27.8,27.85,27.05,27.4,27.34333333,6000,38,164060,,,0.8,-0.4
11/28/2000,26.7,28,26.6,27.25,26.99445629,7035,59,189906,,,1.4,0.55
11/27/2000,25,28.35,25,27.9,27.95854787,11459,83,320377,,,3.35,2.9
11/24/2000,26.5,27.4,26,26.35,26.43543197,12119,97,320371,,,1.4,-0.15
11/23/2000,26.8,27.6,26.5,26.8,27.13896312,7484,104,203108,,,1.1,0
11/22/2000,29.1,30.9,27.5,27.6,29.150379,19657,178,573009,,,3.4,-1.5
11/21/2000,28.65,29,27.05,29,28.38264695,30911,236,877336,,,1.95,0.35
11/20/2000,26.9,26.9,26.15,26.9,26.76872964,14429,81,386246,,,0.75,0
11/17/2000,24.4,25,22.5,24.95,23.92444768,10999,81,263145,,,2.5,0.55
11/16/2000,21.5,23.2,21.5,23.2,22.96624473,15405,30,353795,,,1.7,1.7
11/15/2000,21.5,21.9,20.75,21.5,21.21417486,3866,24,82014,,,1.15,0
11/14/2000,21,21.75,20.7,20.75,21.18097087,5150,63,109082,,,1.05,-0.25
11/13/2000,19.5,21.2,19.5,20.7,20.69222222,900,7,18623,,,1.7,1.2
11/10/2000,21,21.25,20,20.25,20.82959472,10610,45,221002,,,1.25,-0.75
11/9/2000,22.85,22.85,21.15,21.15,21.57433809,4910,50,105930,,,1.7,-1.7
11/8/2000,22.5,24.05,22.5,22.95,23.57021179,13032,108,307167,,,1.55,0.45
11/7/2000,22.55,22.55,21,22.4,22.30707438,26391,176,588706,,,1.55,-0.15
11/1/2000,17.6,18.35,17.6,18.25,17.89443038,3950,29,70683,,,0.75,0.65
10/31/2000,16.8,17.4,15.85,17.4,16.59164326,5696,35,94506,,,1.55,0.6
10/30/2000,18.7,18.7,17.2,17.2,17.3299075,1946,12,33724,,,1.5,-1.5
10/27/2000,17.5,18,17.25,18,17.56033333,3000,25,52681,,,0.75,0.5
10/26/2000,17,17.15,17,17.15,17.11428571,4200,23,71880,,,0.15,0.15
10/25/2000,16.9,17.25,15.4,15.9,16.07969432,32060,128,515515,,,1.85,-1
10/20/2000,16.5,16.5,15.95,16.4,16.28155612,7146,28,116348,,,0.55,-0.1
10/19/2000,16.75,16.9,16,16.9,16.50655738,3050,26,50345,,,0.9,0.15
10/18/2000,17,17,16.25,16.9,16.9064,1250,10,21133,,,0.75,-0.1
10/17/2000,16.25,17.75,15.55,17.05,16.59980237,4048,30,67196,,,2.2,0.8
10/16/2000,17.1,17.75,16.8,16.8,17.15315315,5550,62,95200,,,0.95,-0.3
10/13/2000,17,18,17,17.4,17.47014925,3216,27,56184,,,1,0.4
10/12/2000,16.3,17,15.25,17,16.9942018,119175,14,2025284,,,1.75,0.7
10/11/2000,16.5,16.5,15.05,15.75,15.92673993,819,10,13044,,,1.45,-0.75
10/10/2000,16,16.4,15.8,15.8,16.09214003,3028,13,48727,,,0.6,-0.2
10/9/2000,17,17,15.7,16.5,16.02623377,7700,37,123402,,,1.3,-0.5
10/6/2000,16.75,16.75,16.75,16.75,16.74666667,150,1,2512,,,0,0
10/5/2000,18.25,18.25,16.75,16.75,17.12996899,3547,17,60760,,,1.5,-1.5
10/4/2000,17.3,17.3,17.3,17.3,17.28571429,63,2,1089,,,0,0
10/3/2000,18.45,18.45,17.5,17.85,17.66071429,1400,5,24725,,,0.95,-0.6
9/29/2000,17.85,18.2,17.1,17.65,17.65871711,1216,11,21473,,,1.1,-0.2
9/28/2000,17.5,17.85,17.5,17.75,17.77125,800,14,14217,,,0.35,0.25
9/27/2000,18,18,17.5,17.7,17.84977778,11250,35,200810,,,0.5,-0.3
9/26/2000,18.25,18.6,18,18.1,18.27383105,7742,21,141476,,,0.6,-0.15
9/25/2000,18.3,18.75,18.3,18.75,18.71481481,270,5,5053,,,0.45,0.45
9/22/2000,18.3,19.05,18.3,18.4,18.80154481,11393,56,214206,,,0.75,0.1
9/21/2000,19.9,20,18.7,19.2,19.32328504,9388,52,181407,,,1.3,-0.7
9/20/2000,18.5,19.45,18.5,19.45,19.32424242,9900,52,191310,,,0.95,0.95
9/19/2000,19,19.2,18,18.05,18.71872384,218593,294,4091782,,,1.2,-0.95
9/18/2000,19.5,20,19,19.1,19.48401985,8667,57,168868,,,1,-0.4
9/15/2000,19.8,19.8,19,19.25,19.27208536,6373,52,122821,,,0.8,-0.55
